USERID,VPL,ID_vpl,DATESSUBMITTED,COMMENTS,DATEGRADED,GRADE,DATA_ENVIO,DATA_AVALIACAO,NOTA,CONTAGEM,ID_alunos,NAME,ATRASO,ENTREGA_NO_PRAZO,NOME
57,83,11805,1682713112,,1682713137,1.000.000,2023-04-28 20:18:32,2023-04-28 20:18:57,10.0,1,83,Questão 5,False,True,Aluno 27
22,86,11817,1682713151,,1682713165,1.000.000,2023-04-28 20:19:11,2023-04-28 20:19:25,10.0,4,86,Questão 8,False,True,Aluno 21
46,85,11838,1682713279,,1682713291,1.000.000,2023-04-28 20:21:19,2023-04-28 20:21:31,10.0,16,85,Questão 7,False,True,Aluno 25
45,81,11853,1682713379,,1682713392,1.000.000,2023-04-28 20:22:59,2023-04-28 20:23:12,10.0,4,81,Questão 3,False,True,Aluno 16
25,91,11854,1682713382,,1682713421,1.000.000,2023-04-28 20:23:02,2023-04-28 20:23:41,10.0,10,91,Questão 12,False,True,Aluno 04
50,76,11876,1682713498,,1682713507,1.000.000,2023-04-28 20:24:58,2023-04-28 20:25:07,10.0,18,76,Questão 14,False,True,Aluno 10
47,79,11890,1682713569,,1682713591,1.000.000,2023-04-28 20:26:09,2023-04-28 20:26:31,10.0,22,79,Questão 1,False,True,Aluno 36
20,81,11892,1682713585,,1682713590,1.000.000,2023-04-28 20:26:25,2023-04-28 20:26:30,10.0,9,81,Questão 3,False,True,Aluno 06
26,76,11896,1682713594,,1682713628,1.000.000,2023-04-28 20:26:34,2023-04-28 20:27:08,10.0,12,76,Questão 14,False,True,Aluno 05
40,80,11900,1682713632,,1682713643,1.000.000,2023-04-28 20:27:12,2023-04-28 20:27:23,10.0,25,80,Questão 2,False,True,Aluno 09
52,84,11903,1682713639,,1682713644,667.000,2023-04-28 20:27:19,2023-04-28 20:27:24,6.67,6,84,Questão 6,False,True,Aluno 38
27,76,11936,1682713816,,1682713911,1.000.000,2023-04-28 20:30:16,2023-04-28 20:31:51,10.0,10,76,Questão 14,False,True,Aluno 28
45,82,11938,1682713820,,1682713823,1.000.000,2023-04-28 20:30:20,2023-04-28 20:30:23,10.0,4,82,Questão 4,False,True,Aluno 16
20,82,11950,1682713853,,1682713857,1.000.000,2023-04-28 20:30:53,2023-04-28 20:30:57,10.0,1,82,Questão 4,False,True,Aluno 06
39,76,11963,1682713903,,1682713908,1.000.000,2023-04-28 20:31:43,2023-04-28 20:31:48,10.0,14,76,Questão 14,False,True,Aluno 17
50,75,11978,1682713966,,1682713972,10.000.000,2023-04-28 20:32:46,2023-04-28 20:32:52,10.0,2,75,Questão 15,False,True,Aluno 10
57,84,11979,1682713972,,1682713992,1.000.000,2023-04-28 20:32:52,2023-04-28 20:33:12,10.0,4,84,Questão 6,False,True,Aluno 27
42,85,11980,1682713977,,1682714011,1.000.000,2023-04-28 20:32:57,2023-04-28 20:33:31,10.0,10,85,Questão 7,False,True,Aluno 37
43,90,11982,1682713984,,1682713989,1.000.000,2023-04-28 20:33:04,2023-04-28 20:33:09,10.0,5,90,Questão 11,False,True,Aluno 07
21,87,11995,1682714025,,1682714046,1.000.000,2023-04-28 20:33:45,2023-04-28 20:34:06,10.0,32,87,Questão 9,False,True,Aluno 30
20,83,11997,1682714028,,1682714032,1.000.000,2023-04-28 20:33:48,2023-04-28 20:33:52,10.0,2,83,Questão 5,False,True,Aluno 06
26,75,11998,1682714032,,1682714036,10.000.000,2023-04-28 20:33:52,2023-04-28 20:33:56,10.0,2,75,Questão 15,False,True,Aluno 05
36,77,11999,1682714034,,1682714037,1.000.000,2023-04-28 20:33:54,2023-04-28 20:33:57,10.0,8,77,Questão 16,False,True,Aluno 12
41,76,12002,1682714053,,1682714057,1.000.000,2023-04-28 20:34:13,2023-04-28 20:34:17,10.0,12,76,Questão 14,False,True,Aluno 03
18,87,12015,1682714140,,1682714148,1.000.000,2023-04-28 20:35:40,2023-04-28 20:35:48,10.0,9,87,Questão 9,False,True,Aluno 31
38,85,12018,1682714147,,1682714185,1.000.000,2023-04-28 20:35:47,2023-04-28 20:36:25,10.0,17,85,Questão 7,False,True,Aluno 18
39,95,12032,1682714202,,1682714213,10.000.000,2023-04-28 20:36:42,2023-04-28 20:36:53,10.0,2,95,Questão 17,False,True,Aluno 17
56,86,12043,1682714245,,1682714253,1.000.000,2023-04-28 20:37:25,2023-04-28 20:37:33,10.0,5,86,Questão 8,False,True,Aluno 02
36,95,12055,1682714302,,1682714306,10.000.000,2023-04-28 20:38:22,2023-04-28 20:38:26,10.0,3,95,Questão 17,False,True,Aluno 12
48,90,12076,1682714426,,1682714441,1.000.000,2023-04-28 20:40:26,2023-04-28 20:40:41,10.0,3,90,Questão 11,False,True,Aluno 14
54,86,12078,1682714428,,1682714549,1.000.000,2023-04-28 20:40:28,2023-04-28 20:42:29,10.0,6,86,Questão 8,False,True,Aluno 19
41,75,12089,1682714469,,1682714473,10.000.000,2023-04-28 20:41:09,2023-04-28 20:41:13,10.0,2,75,Questão 15,False,True,Aluno 03
18,90,12106,1682714518,,1682714522,1.000.000,2023-04-28 20:41:58,2023-04-28 20:42:02,10.0,4,90,Questão 11,False,True,Aluno 31
37,85,12107,1682714520,,1682714562,1.000.000,2023-04-28 20:42:00,2023-04-28 20:42:42,10.0,76,85,Questão 7,False,True,Aluno 35
60,86,12114,1682714539,,1682714545,1.000.000,2023-04-28 20:42:19,2023-04-28 20:42:25,10.0,19,86,Questão 8,False,True,Aluno 29
45,83,12126,1682714571,,1682714582,1.000.000,2023-04-28 20:42:51,2023-04-28 20:43:02,10.0,9,83,Questão 5,False,True,Aluno 16
21,88,12162,1682714725,,1682714769,1.000.000,2023-04-28 20:45:25,2023-04-28 20:46:09,10.0,4,88,Questão 10,False,True,Aluno 30
23,76,12173,1682714772,,1682714786,1.000.000,2023-04-28 20:46:12,2023-04-28 20:46:26,10.0,12,76,Questão 14,False,True,Aluno 32
44,76,12205,1682714903,,1682714926,1.000.000,2023-04-28 20:48:23,2023-04-28 20:48:46,10.0,11,76,Questão 14,False,True,Aluno 24
22,87,12219,1682714955,,1682714959,1.000.000,2023-04-28 20:49:15,2023-04-28 20:49:19,10.0,7,87,Questão 9,False,True,Aluno 21
26,77,12235,1682715029,,1682715033,1.000.000,2023-04-28 20:50:29,2023-04-28 20:50:33,10.0,4,77,Questão 16,False,True,Aluno 05
20,84,12242,1682715064,,1682715068,1.000.000,2023-04-28 20:51:04,2023-04-28 20:51:08,10.0,11,84,Questão 6,False,True,Aluno 06
47,80,12275,1682715197,,1682715235,1.000.000,2023-04-28 20:53:17,2023-04-28 20:53:55,10.0,5,80,Questão 2,False,True,Aluno 36
45,84,12280,1682715215,,1682715218,1.000.000,2023-04-28 20:53:35,2023-04-28 20:53:38,10.0,7,84,Questão 6,False,True,Aluno 16
37,86,12282,1682715229,,1682715232,1.000.000,2023-04-28 20:53:49,2023-04-28 20:53:52,10.0,35,86,Questão 8,False,True,Aluno 35
39,94,12308,1682715383,,1682715396,10.000.000,2023-04-28 20:56:23,2023-04-28 20:56:36,10.0,11,94,Questão 18,False,True,Aluno 17
40,79,12338,1682715482,,1682715496,1.000.000,2023-04-28 20:58:02,2023-04-28 20:58:16,10.0,14,79,Questão 1,False,True,Aluno 09
26,95,12348,1682715503,,1682715506,10.000.000,2023-04-28 20:58:23,2023-04-28 20:58:26,10.0,2,95,Questão 17,False,True,Aluno 05
49,87,12351,1682715512,,1682715516,1.000.000,2023-04-28 20:58:32,2023-04-28 20:58:36,10.0,12,87,Questão 9,False,True,Aluno 22
38,86,12353,1682715516,,1682715524,1.000.000,2023-04-28 20:58:36,2023-04-28 20:58:44,10.0,9,86,Questão 8,False,True,Aluno 18
54,87,12363,1682715568,,1682715643,1.000.000,2023-04-28 20:59:28,2023-04-28 21:00:43,10.0,2,87,Questão 9,False,True,Aluno 19
34,90,12378,1682715651,,1682715656,1.000.000,2023-04-28 21:00:51,2023-04-28 21:00:56,10.0,22,90,Questão 11,False,True,Aluno 13
63,86,12380,1682715658,,1682715661,1.000.000,2023-04-28 21:00:58,2023-04-28 21:01:01,10.0,22,86,Questão 8,False,True,Aluno 01
47,81,12436,1682715888,,1682715914,1.000.000,2023-04-28 21:04:48,2023-04-28 21:05:14,10.0,2,81,Questão 3,False,True,Aluno 36
41,77,12451,1682715968,,1682715972,1.000.000,2023-04-28 21:06:08,2023-04-28 21:06:12,10.0,10,77,Questão 16,False,True,Aluno 03
42,86,12457,1682715982,,1682716023,1.000.000,2023-04-28 21:06:22,2023-04-28 21:07:03,10.0,12,86,Questão 8,False,True,Aluno 37
65,84,12480,1682716163,,1682716184,667.000,2023-04-28 21:09:23,2023-04-28 21:09:44,6.67,22,84,Questão 6,False,True,Aluno 08
45,85,12497,1682716264,,1682716275,1.000.000,2023-04-28 21:11:04,2023-04-28 21:11:15,10.0,17,85,Questão 7,False,True,Aluno 16
48,91,12502,1682716283,,1682716287,1.000.000,2023-04-28 21:11:23,2023-04-28 21:11:27,10.0,12,91,Questão 12,False,True,Aluno 14
34,91,12525,1682716398,,1682716404,1.000.000,2023-04-28 21:13:18,2023-04-28 21:13:24,10.0,31,91,Questão 12,False,True,Aluno 13
21,90,12533,1682716436,,1682716440,1.000.000,2023-04-28 21:13:56,2023-04-28 21:14:00,10.0,16,90,Questão 11,False,True,Aluno 30
57,85,12538,1682716462,,1682716487,1.000.000,2023-04-28 21:14:22,2023-04-28 21:14:47,10.0,17,85,Questão 7,False,True,Aluno 27
52,85,12570,1682716605,,1682716610,1.000.000,2023-04-28 21:16:45,2023-04-28 21:16:50,10.0,11,85,Questão 7,False,True,Aluno 38
23,77,12588,1682716688,,1682716774,1.000.000,2023-04-28 21:18:08,2023-04-28 21:19:34,10.0,12,77,Questão 16,False,True,Aluno 32
63,87,12594,1682716718,,1682716722,1.000.000,2023-04-28 21:18:38,2023-04-28 21:18:42,10.0,8,87,Questão 9,False,True,Aluno 01
27,77,12596,1682716771,,1682716774,1.000.000,2023-04-28 21:19:31,2023-04-28 21:19:34,10.0,12,77,Questão 16,False,True,Aluno 28
47,82,12602,1682716819,,1682716831,1.000.000,2023-04-28 21:20:19,2023-04-28 21:20:31,10.0,5,82,Questão 4,False,True,Aluno 36
46,87,12604,1682716848,,1682716853,1.000.000,2023-04-28 21:20:48,2023-04-28 21:20:53,10.0,16,87,Questão 9,False,True,Aluno 25
34,76,12612,1682722685,,1682722689,1.000.000,2023-04-28 22:58:05,2023-04-28 22:58:09,10.0,4,76,Questão 14,False,True,Aluno 13
63,88,12619,1682724074,,1682724127,1.000.000,2023-04-28 23:21:14,2023-04-28 23:22:07,10.0,5,88,Questão 10,False,True,Aluno 01
34,75,12634,1682725154,,1682725163,10.000.000,2023-04-28 23:39:14,2023-04-28 23:39:23,10.0,9,75,Questão 15,False,True,Aluno 13
41,95,12638,1682726248,,1682726252,10.000.000,2023-04-28 23:57:28,2023-04-28 23:57:32,10.0,4,95,Questão 17,False,True,Aluno 03
30,76,12642,1682726906,,1682726910,1.000.000,2023-04-29 00:08:26,2023-04-29 00:08:30,10.0,4,76,Questão 14,False,True,Aluno 20
34,77,12692,1682729493,,1682729497,1.000.000,2023-04-29 00:51:33,2023-04-29 00:51:37,10.0,17,77,Questão 16,False,True,Aluno 13
34,95,12718,1682730502,,1682730528,10.000.000,2023-04-29 01:08:22,2023-04-29 01:08:48,10.0,1,95,Questão 17,False,True,Aluno 13
23,95,12743,1682732310,,1682732314,10.000.000,2023-04-29 01:38:30,2023-04-29 01:38:34,10.0,5,95,Questão 17,False,True,Aluno 32
48,76,12745,1682732610,,1682732615,1.000.000,2023-04-29 01:43:30,2023-04-29 01:43:35,10.0,11,76,Questão 14,False,True,Aluno 14
48,75,12755,1682733149,,1682733155,10.000.000,2023-04-29 01:52:29,2023-04-29 01:52:35,10.0,4,75,Questão 15,False,True,Aluno 14
48,77,12797,1682734694,,1682734707,1.000.000,2023-04-29 02:18:14,2023-04-29 02:18:27,10.0,7,77,Questão 16,False,True,Aluno 14
23,94,12803,1682734993,,1682735040,10.000.000,2023-04-29 02:23:13,2023-04-29 02:24:00,10.0,10,94,Questão 18,False,True,Aluno 32
48,95,12819,1682735756,,1682735781,10.000.000,2023-04-29 02:35:56,2023-04-29 02:36:21,10.0,2,95,Questão 17,False,True,Aluno 14
28,91,12823,1682735815,,1682735834,250.000,2023-04-29 02:36:55,2023-04-29 02:37:14,2.5,13,91,Questão 12,False,True,Aluno 39
60,87,12860,1682774065,,1682774105,667.000,2023-04-29 13:14:25,2023-04-29 13:15:05,6.67,12,87,Questão 9,False,True,Aluno 29
34,87,12875,1682776286,,1682776332,1.000.000,2023-04-29 13:51:26,2023-04-29 13:52:12,10.0,31,87,Questão 9,False,True,Aluno 13
35,76,12883,1682779180,,1682779184,1.000.000,2023-04-29 14:39:40,2023-04-29 14:39:44,10.0,6,76,Questão 14,False,True,Aluno 11
35,75,12886,1682779495,,1682779499,10.000.000,2023-04-29 14:44:55,2023-04-29 14:44:59,10.0,2,75,Questão 15,False,True,Aluno 11
35,77,12894,1682780493,,1682780497,1.000.000,2023-04-29 15:01:33,2023-04-29 15:01:37,10.0,7,77,Questão 16,False,True,Aluno 11
35,95,12898,1682780988,,1682780991,10.000.000,2023-04-29 15:09:48,2023-04-29 15:09:51,10.0,3,95,Questão 17,False,True,Aluno 11
35,94,12911,1682782462,,1682782475,10.000.000,2023-04-29 15:34:22,2023-04-29 15:34:35,10.0,8,94,Questão 18,False,True,Aluno 11
46,88,12953,1682784682,,1682784687,1.000.000,2023-04-29 16:11:22,2023-04-29 16:11:27,10.0,5,88,Questão 10,False,True,Aluno 25
41,94,12971,1682786537,,1682786544,10.000.000,2023-04-29 16:42:17,2023-04-29 16:42:24,10.0,16,94,Questão 18,False,True,Aluno 03
46,90,12982,1682787164,,1682787207,1.000.000,2023-04-29 16:52:44,2023-04-29 16:53:27,10.0,6,90,Questão 11,False,True,Aluno 25
34,94,12985,1682787306,,1682787328,10.000.000,2023-04-29 16:55:06,2023-04-29 16:55:28,10.0,54,94,Questão 18,False,True,Aluno 13
49,88,13013,1682790101,,1682790105,1.000.000,2023-04-29 17:41:41,2023-04-29 17:41:45,10.0,21,88,Questão 10,False,True,Aluno 22
43,76,13020,1682790405,,1682790424,1.000.000,2023-04-29 17:46:45,2023-04-29 17:47:04,10.0,11,76,Questão 14,False,True,Aluno 07
46,91,13024,1682790724,,1682790728,1.000.000,2023-04-29 17:52:04,2023-04-29 17:52:08,10.0,7,91,Questão 12,False,True,Aluno 25
43,75,13026,1682790850,,1682790854,10.000.000,2023-04-29 17:54:10,2023-04-29 17:54:14,10.0,2,75,Questão 15,False,True,Aluno 07
63,90,13034,1682791286,,1682791289,1.000.000,2023-04-29 18:01:26,2023-04-29 18:01:29,10.0,5,90,Questão 11,False,True,Aluno 01
50,77,13055,1682792908,,1682792913,1.000.000,2023-04-29 18:28:28,2023-04-29 18:28:33,10.0,11,77,Questão 16,False,True,Aluno 10
43,77,13058,1682793018,,1682793033,1.000.000,2023-04-29 18:30:18,2023-04-29 18:30:33,10.0,9,77,Questão 16,False,True,Aluno 07
38,88,13062,1682793181,,1682793201,1.000.000,2023-04-29 18:33:01,2023-04-29 18:33:21,10.0,12,88,Questão 10,False,True,Aluno 18
50,95,13069,1682793433,,1682793437,10.000.000,2023-04-29 18:37:13,2023-04-29 18:37:17,10.0,2,95,Questão 17,False,True,Aluno 10
43,95,13084,1682794021,,1682794034,10.000.000,2023-04-29 18:47:01,2023-04-29 18:47:14,10.0,6,95,Questão 17,False,True,Aluno 07
43,91,13109,1682795389,,1682795394,1.000.000,2023-04-29 19:09:49,2023-04-29 19:09:54,10.0,42,91,Questão 12,False,True,Aluno 07
60,88,13131,1682796573,,1682796618,1.000.000,2023-04-29 19:29:33,2023-04-29 19:30:18,10.0,8,88,Questão 10,False,True,Aluno 29
63,91,13188,1682800791,,1682800807,1.000.000,2023-04-29 20:39:51,2023-04-29 20:40:07,10.0,30,91,Questão 12,False,True,Aluno 01
43,94,13216,1682801863,,1682801873,7.500.000,2023-04-29 20:57:43,2023-04-29 20:57:53,7.5,23,94,Questão 18,False,True,Aluno 07
52,86,13251,1682804240,,1682804243,1.000.000,2023-04-29 21:37:20,2023-04-29 21:37:23,10.0,11,86,Questão 8,False,True,Aluno 38
37,88,13256,1682804518,,1682804522,1.000.000,2023-04-29 21:41:58,2023-04-29 21:42:02,10.0,8,88,Questão 10,False,True,Aluno 35
52,87,13272,1682805411,,1682805421,1.000.000,2023-04-29 21:56:51,2023-04-29 21:57:01,10.0,8,87,Questão 9,False,True,Aluno 38
52,88,13281,1682805898,,1682805902,1.000.000,2023-04-29 22:04:58,2023-04-29 22:05:02,10.0,2,88,Questão 10,False,True,Aluno 38
37,90,13286,1682806249,,1682806295,1.000.000,2023-04-29 22:10:49,2023-04-29 22:11:35,10.0,15,90,Questão 11,False,True,Aluno 35
52,90,13304,1682807129,,1682807133,1.000.000,2023-04-29 22:25:29,2023-04-29 22:25:33,10.0,7,90,Questão 11,False,True,Aluno 38
52,91,13343,1682809039,,1682809043,1.000.000,2023-04-29 22:57:19,2023-04-29 22:57:23,10.0,10,91,Questão 12,False,True,Aluno 38
38,90,13376,1682812255,,1682812296,1.000.000,2023-04-29 23:50:55,2023-04-29 23:51:36,10.0,29,90,Questão 11,False,True,Aluno 18
52,76,13398,1682813531,,1682813535,1.000.000,2023-04-30 00:12:11,2023-04-30 00:12:15,10.0,10,76,Questão 14,False,True,Aluno 38
38,91,13401,1682813582,,1682813602,750.000,2023-04-30 00:13:02,2023-04-30 00:13:22,7.5,6,91,Questão 12,False,True,Aluno 18
63,76,13434,1682817982,,1682817987,1.000.000,2023-04-30 01:26:22,2023-04-30 01:26:27,10.0,10,76,Questão 14,False,True,Aluno 01
52,75,13450,1682819686,,1682819690,10.000.000,2023-04-30 01:54:46,2023-04-30 01:54:50,10.0,5,75,Questão 15,False,True,Aluno 38
52,77,13479,1682821176,,1682821180,1.000.000,2023-04-30 02:19:36,2023-04-30 02:19:40,10.0,7,77,Questão 16,False,True,Aluno 38
52,95,13509,1682822602,,1682822606,10.000.000,2023-04-30 02:43:22,2023-04-30 02:43:26,10.0,7,95,Questão 17,False,True,Aluno 38
28,76,13545,1682826256,,1682826292,0,2023-04-30 03:44:16,2023-04-30 03:44:52,0.0,15,76,Questão 14,False,True,Aluno 39
18,76,13571,1682860927,,1682860931,1.000.000,2023-04-30 13:22:07,2023-04-30 13:22:11,10.0,3,76,Questão 14,False,True,Aluno 31
18,75,13578,1682861234,,1682861238,10.000.000,2023-04-30 13:27:14,2023-04-30 13:27:18,10.0,3,75,Questão 15,False,True,Aluno 31
63,75,13580,1682861371,,1682861397,10.000.000,2023-04-30 13:29:31,2023-04-30 13:29:57,10.0,5,75,Questão 15,False,True,Aluno 01
18,77,13598,1682863080,,1682863084,1.000.000,2023-04-30 13:58:00,2023-04-30 13:58:04,10.0,8,77,Questão 16,False,True,Aluno 31
63,77,13602,1682863389,,1682863392,1.000.000,2023-04-30 14:03:09,2023-04-30 14:03:12,10.0,12,77,Questão 16,False,True,Aluno 01
63,95,13631,1682866243,,1682866246,10.000.000,2023-04-30 14:50:43,2023-04-30 14:50:46,10.0,5,95,Questão 17,False,True,Aluno 01
27,95,13753,1682877982,,1682877988,10.000.000,2023-04-30 18:06:22,2023-04-30 18:06:28,10.0,4,95,Questão 17,False,True,Aluno 28
28,75,13769,1682880085,,1682880089,0,2023-04-30 18:41:25,2023-04-30 18:41:29,0.0,5,75,Questão 15,False,True,Aluno 39
28,77,13798,1682881765,,1682881815,0,2023-04-30 19:09:25,2023-04-30 19:10:15,0.0,9,77,Questão 16,False,True,Aluno 39
28,95,13820,1682883337,,1682883370,8.000.000,2023-04-30 19:35:37,2023-04-30 19:36:10,8.0,5,95,Questão 17,False,True,Aluno 39
18,95,13841,1682884928,,1682884952,10.000.000,2023-04-30 20:02:08,2023-04-30 20:02:32,10.0,1,95,Questão 17,False,True,Aluno 31
28,94,13863,1682886655,,1682886690,5.000.000,2023-04-30 20:30:55,2023-04-30 20:31:30,5.0,6,94,Questão 18,False,True,Aluno 39
25,85,13879,1682887489,,1682888029,1.000.000,2023-04-30 20:44:49,2023-04-30 20:53:49,10.0,22,85,Questão 7,False,True,Aluno 04
38,76,13887,1682887993,,1682888056,0,2023-04-30 20:53:13,2023-04-30 20:54:16,0.0,12,76,Questão 14,False,True,Aluno 18
38,75,13894,1682888899,,1682888915,10.000.000,2023-04-30 21:08:19,2023-04-30 21:08:35,10.0,4,75,Questão 15,False,True,Aluno 18
25,75,13905,1682894583,,1682894598,10.000.000,2023-04-30 22:43:03,2023-04-30 22:43:18,10.0,3,75,Questão 15,False,True,Aluno 04
37,91,13951,1682898537,,1682898541,750.000,2023-04-30 23:48:57,2023-04-30 23:49:01,7.5,8,91,Questão 12,False,True,Aluno 35
30,75,13967,1682899318,,1682899326,10.000.000,2023-05-01 00:01:58,2023-05-01 00:02:06,10.0,10,75,Questão 15,False,True,Aluno 20
38,95,13982,1682899826,,1682899830,10.000.000,2023-05-01 00:10:26,2023-05-01 00:10:30,10.0,6,95,Questão 17,False,True,Aluno 18
30,91,13994,1682900032,,1682900037,1.000.000,2023-05-01 00:13:52,2023-05-01 00:13:57,10.0,6,91,Questão 12,False,True,Aluno 20
25,77,13995,1682900078,,1682900110,714.000,2023-05-01 00:14:38,2023-05-01 00:15:10,7.14,8,77,Questão 16,False,True,Aluno 04
